,team_x,opp,season,toDif,scoreDif,pfDif,blkDif,astDif,drDif,stlDif,orDif,fgpDif,fg3pDif,ftpDif,offRatDif,defRatDif,daynum_x,elo_x,team_y,daynum_y,elo_y,eloDif,predicted
13,1314,1372,2016,-1.6596638655,2.7289915967,-3.0168067227,1.09663865547,-0.2394957983,4.1911764706,-1.47478991596,2.993697479,-0.00781456998,-0.06089626245,-0.006093657987,1.988511092,5.5699655056,154,2075,1372,139,1843,232,0.575936834888
14,1314,1451,2016,-2.830170778,7.7485768501,-0.1850094876,1.05977229602,5.1176470588,-1.5104364326,2.20493358634,5.64231499051,0.005665781835,-0.046571462763,0.060423298151,10.199109399,0.5811598656,154,2075,1451,137,1638,437,0.844761391671
15,1314,1192,2016,-2.0882352941,5.425996205,-3.6688804554,1.86622390892,4.0208728653,4.3605313093,-0.4724857685,3.4810246679,0.022355018534,-0.050774093648,0.03869800272,11.308147694,-9.2932127221,154,2075,1192,134,1472,603,0.955975700066
16,1314,1195,2016,-1.0882352941,6.6784989858,-1.7089249493,0.34787018256,5.2210953347,-1.0243407708,0.7444219067,2.5811359026,0.009162796339,-0.031988699425,0.092478242387,11.03522428,-3.2914992791,154,2075,1195,136,1534,541,0.902739708119
17,1314,1438,2016,1.51782531196,11.9010695188,1.5481283423,1.44295900179,3.7843137255,4.0320855615,1.39750445633,5.059714795,-0.008353224774,-0.091014321944,-0.016393648403,1.955324337,1.5743268555,154,2075,1438,146,2005,70,0.567352757254
18,1314,1277,2016,-0.8823529412,2.5,-1.1764705882,-0.76470588235,-2.4411764706,-2.6176470588,2.4705882353,1.7352941176,-0.004957654917,-0.11967278005,0.007325494587,-1.809330072,4.7239253985,154,2075,1277,137,2019,56,0.390658589191
19,1314,1428,2016,-1.2397504456,5.7798573976,2.2450980392,0.17023172906,2.8449197861,-0.3921568627,1.60962566845,4.51426024955,-0.005150588215,-0.046571462763,0.020661198712,4.834679934,-2.0870051511,154,2075,1428,138,1961,114,0.692453899225
20,1314,1235,2016,-0.6507352941,0.4209558824,2.3805147059,0.16360294118,1.5863970588,-0.0275735294,0.72610294118,4.9356617647,-0.022769540431,-0.066307207316,0.03147425406,4.008714229,-4.2330206321,154,2075,1235,144,1818,257,0.760644699472
21,1314,1345,2016,-1.0294117647,4.5294117648,0.7352941177,-0.26470588235,0.5294117647,-2.2647058823,2.61764705883,2.4117647059,0.00702082554,-0.054527399116,-0.004857390683,2.312640592,3.9137136437,154,2075,1345,136,1882,193,0.539432477319
22,1314,1371,2016,-2.9367201426,7.4162210339,-0.7549019608,-0.28431372549,4.5721925133,-0.2103386809,-0.39037433155,1.1506238859,0.028557305466,-0.038636887496,0.071769084502,11.641723259,3.1740827036,154,2075,1371,136,1929,146,0.763075862709
23,1314,1173,2016,-2.1507352941,9.0772058824,-1.1507352941,-0.05514705882,3.4301470588,-1.8088235294,0.97610294118,4.1231617647,0.019187435459,-0.032880540032,0.064985912756,11.97509318,4.1717866634,154,2075,1173,137,1782,293,0.782810961197
24,1314,1403,2016,-1.0559772296,9.8776091082,-0.5721062618,0.18880455408,5.0853889943,3.1024667932,1.01138519924,3.7068311195,0.031679173728,-0.030400350352,-0.008312986862,9.319354034,-4.5271350411,154,2075,1403,136,1729,346,0.865759406443
25,1314,1139,2016,0.6859582543,1.6840607211,-1.9914611006,1.0275142315,3.7628083491,1.9411764706,0.10815939279,2.610056926,0.013072761205,-0.072749580227,0.00614465788,1.687094062,-2.0741841851,154,2075,1139,138,1828,247,0.706126807711
26,1314,1393,2016,-1.2132352941,12.0459558824,1.3492647059,0.31985294118,4.0551470588,3.2224264706,-1.21139705882,2.2169117647,0.0522346565,-0.046931088752,0.054700112451,10.681470478,-0.7534038871,154,2075,1393,152,1851,224,0.813120618083
27,1314,1211,2016,-0.4319852941,2.7647058824,0.3180147059,1.38235294118,4.2426470588,-1.9650735294,1.88235294118,3.5606617647,-0.006635783891,-0.062239276998,-0.022230078636,0.878289327,1.8282955414,154,2075,1211,144,1929,146,0.563309100299
28,1314,1114,2016,0.6859582543,12.2647058824,-0.3462998102,1.31783681215,5.2144212523,2.7476280835,0.59203036053,5.31973434535,0.021729752263,-0.073203120678,0.003125375646,7.99578476,5.2149449437,154,2075,1114,138,1767,308,0.713806248718
29,1314,1233,2016,-1.8694852941,2.6709558824,-1.5257352941,0.25735294118,1.2738970588,0.6286764706,-0.68014705882,3.4356617647,0.022651710662,-0.05819936974,0.025108399717,7.194966993,-2.4042544311,154,2075,1233,136,1738,337,0.819506292393
30,1314,1201,2016,0.2867647059,7.6397058824,-4.3382352941,0.66360294118,5.0551470588,1.3474264706,-1.27389705882,2.5919117647,0.048253960182,-0.029109759453,0.041642706536,11.91598137,-0.5909366211,154,2075,1201,136,1787,288,0.856553589018
31,1314,1292,2016,-1.0237191651,9.9421252372,-2.5398481973,0.89848197344,5.0853889943,0.3927893738,0.62428842505,3.7713472486,0.029883888817,-0.074821080026,0.130389904438,13.215765664,1.0612172944,154,2075,1292,139,1745,330,0.86579734085
32,1314,1214,2016,-2.9549019608,7.2980392157,-2.5549019608,0.71568627451,5.8509803921,-0.2921568627,1.64901960785,-0.037254902,0.060762902509,0.005001297822,0.083395104095,14.605707652,-2.6411358771,154,2075,1214,136,1533,542,0.929382509303
33,1314,1242,2016,-1.6336898396,1.9616755794,-0.9973262032,0.38235294118,2.6631016043,0.1532976827,0.1247771836,3.4839572192,-0.009952165815,-0.108153590578,0.031389191566,2.46943561,2.8110037465,154,2075,1242,145,2112,-37,0.53389016464
34,1314,1437,2016,-0.2058823529,5.2941176471,0.3823529412,0.9705882353,1.9705882353,0.5882352941,0.14705882353,4.76470588235,0.011279319571,-0.029671871868,-0.039519781253,3.399356364,4.8680107914,154,2075,1437,154,2079,-4,0.492127239484
35,1314,1274,2016,0.2555147059,6.6397058824,1.3492647059,0.75735294118,5.3051470588,1.8786764706,0.81985294118,4.3419117647,0.002086516619,-0.051715695399,-0.01312359823,2.880390914,-1.4716006011,154,2075,1274,143,1936,139,0.659899756288
36,1314,1143,2016,-1.3003565062,7.1434937612,-2.7549019608,-0.435828877,5.1479500891,-1.6951871658,2.76114081997,2.6960784314,0.017812957385,-0.05477723256,0.081178396072,7.895204997,1.7144135588,154,2075,1143,137,1858,217,0.735300753238
37,1314,1268,2016,-1.9319852941,6.7334558824,1.2867647059,-0.99264705882,4.0551470588,0.7849264706,1.13235294118,4.8106617647,-0.006665551684,-0.061863922242,-0.02286150829,4.185064361,-0.4442055189,154,2075,1268,143,1858,217,0.677217035621
38,1314,1112,2016,-1.9064171123,1.0525846703,-0.3003565062,-0.4055258467,3.6024955436,-1.6648841355,1.97326203209,2.3930481283,-0.003051805032,-0.068668624064,0.014711293991,2.861316532,2.1428535767,154,2075,1112,136,1881,194,0.611599470783
39,1314,1234,2016,0.4924098672,4.1679316889,1.6537001898,-0.45635673624,2.1176470588,0.4573055029,0.07590132828,2.1261859582,0.028263813906,-0.068415192061,0.018345750274,4.650428733,0.209743014,154,2075,1234,139,1755,320,0.705614722353
40,1314,1160,2016,-2.5569852941,6.8272058824,-0.8069852941,-0.64889705882,4.6488970588,-2.2775735294,1.69485294118,0.9356617647,0.057492576012,-0.075443987841,0.000677657718,11.175812921,0.0605598816,154,2075,1160,136,1748,327,0.835145688558
41,1314,1163,2016,-0.2058823529,8.8529411765,-0.0882352941,-0.64705882353,4.2647058823,-0.1176470588,1.17647058824,4.55882352941,0.019319926813,-0.048227558605,-0.04898621843,7.410995255,4.8755100787,154,2075,1163,138,1844,231,0.651563897943
42,1314,1396,2016,1.7555147059,13.6084558824,1.7867647059,1.25735294118,4.5863970588,1.3786764706,1.53860294118,2.8419117647,0.074036924186,-0.025754519691,0.053278633578,14.338642683,-1.6674880991,154,2075,1396,137,1766,309,0.880124847866
43,1314,1435,2016,-0.7757352941,5.5147058824,-1.2132352941,-1.14889705882,3.1801470588,-2.1213235294,2.56985294118,4.5294117647,0.018168446326,-0.074595555117,0.038559526268,6.708950612,1.9701579074,154,2075,1435,134,1709,366,0.732356267925
44,1314,1455,2016,1.07305502848,9.1356736243,-2.3140417457,0.80170777989,3.7950664136,1.0702087287,-0.37571157495,2.4165085389,0.045868916477,-0.014615753141,0.021830184146,7.06995969,9.8253536858,154,2075,1455,138,1855,220,0.560343503246
45,1314,1355,2016,-0.830170778,6.4582542695,-2.0559772296,2.25332068312,6.8273244782,0.5863377609,2.26944971537,2.8681214421,0.031339807212,-0.047644808022,-0.004751180387,6.02737394,-1.3934320501,154,2075,1355,137,1731,344,0.808032651462
46,1314,1218,2016,-2.2549019608,5.1313725491,-2.5549019608,0.48235294118,2.4843137255,0.0078431373,-0.85098039215,3.5960784314,0.019469992534,-0.013975198943,0.051364162686,8.474910838,5.9309991867,154,2075,1218,139,1785,290,0.701336964147
47,1314,1138,2016,-2.9064171123,5.6586452763,-3.3609625668,0.89750445633,5.5721925133,0.2139037433,0.15508021391,1.9385026738,0.044487232731,-0.021278760277,0.02818694308,11.88325496,-5.2696341961,154,2075,1138,136,1663,412,0.916315707233
48,1314,1421,2016,-2.2495256167,7.7808349147,0.2343453511,1.15654648957,6.1176470588,1.4895635674,-2.34345351043,2.4810246679,0.028373443135,-0.00826649546,0.036530451424,12.60690062,2.1709000306,154,2075,1421,137,1559,516,0.870589519856
49,1314,1122,2016,-3.6336898396,7.5374331551,0.2754010695,1.6247771836,5.23885918,2.1532976827,-0.02673796791,2.9385026738,0.019293250387,-0.034745802266,0.067413213886,12.572253539,-9.2182658161,154,2075,1122,136,1533,542,0.951984301988
50,1314,1332,2016,-0.4518716577,3.7192513369,-0.1185383244,-1.435828877,4.4812834224,2.9411764706,-0.72370766488,2.2718360071,0.015022094015,-0.036637454223,0.022754892891,3.591315553,-0.7174865531,154,2075,1332,145,2039,36,0.610838062968
51,1314,1328,2016,-2.0569852941,1.8584558824,1.0992647059,-0.86764705882,3.5863970588,-1.1525735294,-0.02389705882,3.3106617647,0.020231773191,-0.112126754647,0.009613382003,5.202898195,1.2918361131,154,2075,1328,152,1988,87,0.64078530022
52,1314,1401,2016,-0.8823529412,6.3529411765,-0.1764705882,0.61764705883,1.2352941176,0.8823529412,-0.0294117647,1.2058823529,0.029333235352,-0.036441916954,0.064740970363,6.693988084,3.4344676766,154,2075,1401,143,1897,178,0.667825377228
53,1314,1181,2016,1.03297682711,0.8101604279,1.2754010695,0.20053475936,4.632798574,2.8502673797,0.48841354724,1.7869875223,0.019813047967,-0.072958432451,0.01536643026,-1.605138961,-5.7064643971,154,2075,1181,143,1871,204,0.663023854104
54,1314,1124,2016,-1.9007352941,5.9522058824,-1.4944852941,0.41360294118,1.0238970588,3.7224264706,-0.83639705882,0.4669117647,0.015455059892,-0.059691252144,0.010315925209,4.057631607,-3.7082263841,154,2075,1124,136,1799,276,0.78073940988
55,1314,1400,2016,0.5367647059,10.9209558824,-2.8382352941,0.00735294118,6.6488970588,3.4099264706,1.72610294118,3.0294117647,0.047118741239,-0.02501212156,0.072761066275,10.573790205,-1.9140495931,154,2075,1400,137,1801,274,0.843302278868
56,1314,1333,2016,-0.6215686274,10.2647058824,-2.3215686274,1.11568627451,4.7509803921,2.9745098039,-0.45098039215,3.462745098,0.039247551397,-0.058833619211,0.056903294227,11.953691319,-4.2715484921,154,2075,1333,137,1730,345,0.901492716903
57,1314,1386,2016,0.7941176471,4.6764705883,1.8823529412,1.0,3.0,-1.5,1.73529411765,3.8823529412,0.02437097076,-0.013029423407,0.024974868347,7.002508973,0.0668420244,154,2075,1386,139,1849,226,0.728699783632
58,1314,1153,2016,-0.1507352941,9.0772058824,2.2867647059,-1.43014705882,2.6488970588,1.0661764706,-1.05514705882,0.5294117647,0.051205529725,-0.03132745918,0.03371268349,8.015221652,5.8445462177,154,2075,1153,137,1739,336,0.65471600388
59,1314,1433,2016,-0.5294117647,5.0588235295,-1.6470588235,0.55882352942,3.7647058823,2.0882352941,-1.91176470588,1.5294117647,0.028359925423,-0.042014127464,0.04753017295,7.46998557,2.8559325613,154,2075,1433,139,1793,282,0.736645962735
60,1314,1320,2016,1.21479500893,14.7192513369,2.5784313726,1.74598930482,6.2691622103,2.6078431373,1.0944741533,8.66577540106,0.024406824599,-0.057972641749,-0.016450844825,11.213910605,0.5839790544,154,2075,1320,139,1823,252,0.811193446979
61,1314,1463,2016,-2.5697167756,7.7832244009,-0.0511982571,-0.13616557734,3.0435729847,0.1263616558,1.28976034859,0.5479302832,0.011454454626,-0.057350981677,0.070921985815,6.407386321,4.4365068265,154,2075,1463,138,1779,296,0.680965933552
62,1314,1423,2016,-0.5215686274,4.1980392157,-5.9549019608,0.21568627451,4.8843137255,1.5411764706,-0.01764705882,2.1960784314,0.023697125322,-0.027052512879,0.033941236069,7.391497219,-1.4606267601,154,2075,1423,136,1782,293,0.812035257541
63,1314,1453,2016,-1.179144385,-0.9474153297,-1.9064171123,-0.22370766488,4.23885918,1.183600713,-2.39037433155,1.1809269162,0.034448303664,-0.036405747682,0.080445795339,9.837414527,-4.6044156261,154,2075,1453,137,1682,393,0.885017114009
64,1314,1167,2016,-1.5020283975,10.5060851927,-3.5709939148,-0.68661257606,3.1521298174,1.2170385396,-0.84178498985,1.7535496957,0.032245726151,-0.031921324458,0.086354084581,12.504844654,6.4303452717,154,2075,1167,137,1654,421,0.796445720745
65,1314,1221,2016,-0.0579322638,16.9313725491,1.0935828877,1.86720142603,4.2085561497,4.9714795009,0.42780748663,5.87789661318,0.065852843195,-0.013429508759,0.045042068631,17.736451076,-7.3593872491,154,2075,1221,137,1458,617,0.965157377397
66,1314,1380,2016,-0.4108159393,11.0388994308,-1.830170778,1.05977229602,7.7950664136,1.6831119545,-0.4724857685,3.8681214421,0.042740233143,-0.030803316181,0.064178247858,14.468581222,-1.0185654973,154,2075,1380,135,1438,637,0.927503022578
67,1462,1452,2016,-1.25,2.1378676471,-3.1948529412,0.53308823529,1.6102941176,4.6727941176,-2.62867647059,-2.8492647059,-0.00018273805,0.033058498519,0.060927960928,0.890423204,3.3794777152,139,1922,1452,137,1911,11,0.494003582313
68,1462,1246,2016,1.75,1.6672794118,-0.2830882353,-2.58455882353,1.9632352941,2.2316176471,1.69485294118,0.1801470588,-0.026548483521,-0.008879513344,0.047371547371,-4.171571979,-1.4386354272,139,1922,1246,138,1943,-21,0.387608322465
69,1462,1231,2016,-0.90625,-0.9375,2.0,-0.90625,0.40625,2.59375,0.375,1.03125,-0.049060577472,-0.053091019873,0.007741855568,-7.081648901,-2.5308603235,139,1922,1231,144,1920,2,0.382327792729
70,1462,1323,2016,3.03125,5.625,4.6875,-0.84375,2.90625,2.78125,1.71875,2.15625,-0.019245750589,-0.007309654631,-0.004524886878,-3.512507373,-9.9394225589,139,1922,1323,146,1899,23,0.581675769713
71,1462,1458,2016,1.78125,12.46875,3.25,-0.125,4.78125,4.46875,1.4375,1.625,0.022378516624,0.003980024213,0.02327643538,5.171519613,-2.2054221069,139,1922,1458,144,1880,42,0.658436623846
72,1462,1425,2016,0.5378787879,0.4952651515,2.7329545455,-2.39204545455,1.4962121212,0.4829545455,0.97916666667,1.0625,-0.005541572934,-0.023578042328,0.052343179209,2.140342745,-4.1798562999,139,1922,1425,136,1717,205,0.664637843752
73,1462,1344,2016,1.2348484848,7.3740530303,3.2784090909,-0.54356060606,0.4659090909,3.0284090909,0.67613636364,1.3958333333,0.030026568298,0.040619488536,0.003618693135,7.201520519,-0.9808255939,139,1922,1344,138,1815,107,0.687950031324
74,1462,1338,2016,1.0725806452,5.5695564516,2.7036290323,-0.38911290323,-0.3991935484,2.9697580645,2.28024193548,0.4173387097,-0.007176955355,0.010255791506,-0.026806526807,-1.393367062,-5.6620373549,139,1922,1338,137,1726,196,0.626282698375
75,1462,1276,2016,3.02272727273,6.9195075758,4.5208333333,0.97159090909,1.4053030303,3.7859848485,1.88825757576,5.18371212121,-0.012768832748,-0.022546518608,-0.008442776736,-0.552983005,-5.8167890779,139,1922,1276,137,1779,143,0.637851727639
76,1462,1409,2016,1.9435483871,7.34375,2.4778225806,0.38508064516,2.6653225806,3.002016129,0.5060483871,2.9657258065,0.008063694554,0.032338850174,0.052944962987,5.573896749,-2.7908511799,139,1922,1409,135,1700,222,0.733215278565
77,1462,1151,2016,0.5625,6.5625,2.75,-1.6875,2.40625,3.4375,-0.03125,2.125,0.00139509995,0.000579952525,-0.001851090087,1.795783256,-1.6805888651,139,1922,1151,136,1725,197,0.606375679308
78,1462,1392,2016,1.0833333333,5.8770833333,3.9541666667,-1.5375,0.075,1.4375,1.4125,1.2291666667,-0.02479757085,-0.01363463664,0.061779683731,0.965378242,1.2076461893,139,1922,1392,136,1708,214,0.528598916463
79,1462,1372,2016,0.1785714286,1.8080357143,-0.7410714286,-0.22321428571,-1.9821428571,5.1875,-1.04464285714,2.0267857143,-0.034540183336,-0.013182773109,-0.0129130797,-2.889831496,4.0667845428,139,1922,1372,139,1843,79,0.38761558436
80,1462,1451,2016,-0.9919354839,6.8276209677,2.0907258065,-0.26008064516,3.375,-0.5141129032,2.63508064516,4.67540322581,-0.021059831521,0.001142026578,0.053603876438,5.320766811,-0.9220210972,139,1922,1451,137,1638,284,0.717202912088
81,1462,1192,2016,-0.25,4.5050403226,-1.3931451613,0.54637096774,2.2782258065,5.3568548387,-0.04233870968,2.5141129032,-0.004370594822,-0.003060604307,0.031878581007,6.429805106,-10.7963936849,139,1922,1192,134,1472,450,0.910073200689
82,1462,1195,2016,0.75,5.7575431034,0.5668103448,-0.97198275862,3.4784482759,-0.0280172414,1.17456896552,1.6142241379,-0.017562817017,0.015724789916,0.085658820674,6.156881692,-4.7946802419,139,1922,1195,136,1534,388,0.812232441456
83,1462,1438,2016,3.35606060606,10.9801136364,3.8238636364,0.12310606061,2.0416666667,5.0284090909,1.82765151515,4.0928030303,-0.03507883813,-0.043300832603,-0.023213070116,-2.923018251,0.0711458927,139,1922,1438,146,2005,-83,0.37932760809
84,1462,1277,2016,0.9558823529,1.5790441176,1.0992647059,-2.08455882353,-4.1838235294,-1.6213235294,2.90073529412,0.7683823529,-0.031683268273,-0.071959290709,0.000506072874,-6.68767266,3.2207444357,139,1922,1277,137,2019,-97,0.230053982405
85,1462,1428,2016,0.5984848485,4.8589015152,4.5208333333,-1.14962121212,1.1022727273,0.6041666667,2.03977272727,3.54734848485,-0.031876201571,0.001142026578,0.013841776999,-0.043662654,-3.5901861139,139,1922,1428,138,1961,-39,0.512036415054
86,1462,1235,2016,1.1875,-0.5,4.65625,-1.15625,-0.15625,0.96875,1.15625,3.96875,-0.049495153787,-0.018593717975,0.024654832347,-0.869628359,-5.7362015949,139,1922,1235,144,1818,104,0.596945877013
87,1462,1345,2016,0.8088235294,3.6084558824,3.0110294118,-1.58455882353,-1.2132352941,-1.2683823529,3.04779411765,1.4448529412,-0.019704787816,-0.006813909775,-0.011676812396,-2.565701996,2.4105326809,139,1922,1345,136,1882,40,0.353108419986
88,1462,1371,2016,-1.0984848485,6.4952651515,1.5208333333,-1.60416666667,2.8295454545,0.7859848485,0.03977272727,0.1837121212,0.00183169211,0.009076601845,0.064949662789,6.763380671,1.6709017408,139,1922,1371,136,1929,-7,0.600165743957
89,1462,1173,2016,-0.3125,8.15625,1.125,-1.375,1.6875,-0.8125,1.40625,3.15625,-0.007538177897,0.014832949309,0.058166491043,7.096750592,2.6686057006,139,1922,1173,137,1782,140,0.62683470681
90,1462,1403,2016,0.7822580645,8.9566532258,1.7036290323,-1.1310483871,3.3427419355,4.0987903226,1.44153225806,2.7399193548,0.004953560372,0.017313138989,-0.015132408575,4.441011446,-6.0303160039,139,1922,1403,136,1729,193,0.75035596683
91,1462,1139,2016,2.5241935484,0.7631048387,0.2842741935,-0.29233870968,2.0201612903,2.9375,0.53830645161,1.6431451613,-0.013652852151,-0.025036090886,-0.000674763833,-3.191248526,-3.5773651479,139,1922,1139,138,1828,94,0.528266024752
92,1462,1393,2016,0.625,11.125,3.625,-1.0,2.3125,4.21875,-0.78125,1.25,0.025509043144,0.000782400589,0.047880690738,5.80312789,-2.2565848499,139,1922,1393,152,1851,71,0.669727836781
93,1462,1211,2016,1.40625,1.84375,2.59375,0.0625,2.5,-0.96875,2.3125,2.59375,-0.033361397247,-0.014525787657,-0.029049500349,-4.000053261,0.3251145786,139,1922,1211,144,1929,-7,0.375461081933
94,1462,1114,2016,2.5241935484,11.34375,1.9294354839,-0.00201612903,3.4717741935,3.7439516129,1.02217741935,4.35282258065,-0.004995861093,-0.025489631337,-0.003694046067,3.117442172,3.7117639809,139,1922,1114,138,1767,155,0.537549376602
95,1462,1233,2016,-0.03125,1.75,0.75,-1.0625,-0.46875,1.625,-0.25,2.46875,-0.004073902694,-0.010485880399,0.018288978004,2.316624405,-3.9074353939,139,1922,1233,136,1738,184,0.679079430477
96,1462,1201,2016,2.125,6.71875,-2.0625,-0.65625,3.3125,2.34375,-0.84375,1.625,0.021528346826,0.018603729888,0.034823284823,7.037638782,-2.0941175839,139,1922,1201,136,1787,135,0.735652562604
97,1462,1292,2016,0.814516129,9.0211693548,-0.2641129032,-0.42137096774,3.3427419355,1.3891129032,1.05443548387,2.8044354839,0.003158275461,-0.027107590685,0.123570482725,8.337423076,-0.4419636684,139,1922,1292,139,1745,177,0.750417111289
98,1462,1214,2016,-1.1166666667,6.3770833333,-0.2791666667,-0.60416666667,4.1083333333,0.7041666667,2.07916666667,-1.0041666667,0.034037289153,0.052714787163,0.076575682382,9.727365064,-4.1443168399,139,1922,1214,136,1533,389,0.859818201966
99,1462,1242,2016,0.2045454545,1.040719697,1.2784090909,-0.9375,0.9204545455,1.1496212121,0.55492424242,2.5170454545,-0.036677779171,-0.060440101237,0.024569769853,-2.408906978,1.3078227837,139,1922,1242,145,2112,-190,0.348033855402
100,1462,1437,2016,1.6323529412,4.3731617647,2.6580882353,-0.34926470588,0.2279411765,1.5845588235,0.57720588235,3.79779411765,-0.015446293785,0.018041617473,-0.046339202966,-1.478986224,3.3648298286,139,1922,1437,154,2079,-157,0.31110565163
101,1462,1274,2016,2.09375,5.71875,3.625,-0.5625,3.5625,2.875,1.25,3.375,-0.024639096737,-0.004002206058,-0.019943019943,-1.997951674,-2.9747815639,139,1922,1274,143,1936,-14,0.474867654839
102,1462,1143,2016,0.5378787879,6.2225378788,-0.4791666667,-1.75568181818,3.4053030303,-0.6988636364,3.19128787879,1.7291666667,-0.008912655971,-0.007063743219,0.074358974359,3.016862409,0.211232596,139,1922,1143,137,1858,64,0.564199572282
103,1462,1268,2016,-0.09375,5.8125,3.5625,-2.3125,2.3125,1.78125,1.5625,3.84375,-0.03339116504,-0.014150432901,-0.029680930003,-0.693278227,-1.9473864817,139,1922,1268,143,1858,64,0.494387721204
104,1462,1112,2016,-0.0681818182,0.1316287879,1.9753787879,-1.72537878788,1.8598484848,-0.6685606061,2.40340909091,1.4261363636,-0.029777418388,-0.020955134723,0.007891872278,-2.017026056,0.6396726139,139,1922,1112,136,1881,41,0.423256025201
105,1462,1234,2016,2.3306451613,3.2469758065,3.9294354839,-1.77620967742,0.375,1.4536290323,0.5060483871,1.1592741935,0.00153820055,-0.02070170272,0.011526328561,-0.227913855,-1.2934379488,139,1922,1234,139,1755,167,0.527651330789
106,1462,1160,2016,-0.71875,5.90625,1.46875,-1.96875,2.90625,-1.28125,2.125,-0.03125,0.030766962656,-0.0277304985,-0.006141763995,6.297470333,-1.4426210812,139,1922,1160,136,1748,174,0.702468897517
107,1462,1163,2016,1.6323529412,7.9319852941,2.1875,-1.96691176471,2.5220588235,0.8786764706,1.60661764706,3.59191176471,-0.007405686543,-0.000514069264,-0.055805640143,2.532652667,3.3723291159,139,1922,1163,138,1844,78,0.465668830855
108,1462,1396,2016,3.59375,12.6875,4.0625,-0.0625,2.84375,2.375,1.96875,1.875,0.04731131083,0.02195896965,0.046459211865,9.460300095,-3.1706690619,139,1922,1396,137,1766,156,0.773845047943
109,1462,1435,2016,1.0625,4.59375,1.0625,-2.46875,1.4375,-1.125,3.0,3.5625,-0.00855716703,-0.026882065776,0.031740104555,1.830608024,0.4669769446,139,1922,1435,134,1709,213,0.560489440199
